"customer_id","first_name","last_name","gender","dob","job_industry_category_id","wealth_segment_id","deceased_indicator","address_id","property_valuation"
933,Melany,L'oiseau,Female,1996-05-19,284,6,N,3024,8
934,Marcellus,Louisot,Male,1996-01-22,752,5,N,3804,7
935,Aldin,Cracker,Male,1994-09-12,682,6,N,2723,9
936,Raffaello,Godleman,Male,1988-05-16,326,3,N,6584,2
937,Nikolos,McKyrrelly,Male,1985-11-15,27,1,N,4012,8
938,Corabelle,"",Female,1996-04-06,734,5,N,5893,8
939,Cristian,Theodoris,Male,1961-01-10,217,5,N,3997,11
940,Marnia,Claesens,Female,1987-06-16,975,5,N,5001,3
941,Tye,Doohan,Male,1995-02-02,624,2,N,6403,6
942,Shirley,Brook,Female,1974-02-07,924,6,N,4155,10
943,Holly,Gamett,Male,1979-09-17,917,2,N,7031,7
944,Anderea,Dallewater,Female,1976-01-12,900,5,N,6626,6
945,Hebert,Bernocchi,Male,1998-08-26,878,4,N,3982,9
946,Bettina,Farrer,Female,1961-07-17,207,3,N,6196,5
947,Hyacinth,Naldrett,Female,1986-03-10,504,5,N,3542,9
948,Yardley,Argo,Male,1969-08-09,834,1,N,2741,7
949,Jarid,Grebner,Male,1975-09-07,648,6,N,6894,1
950,Bret,Ivakhnov,U,,89,4,N,135,6
951,Meryl,Dumbar,Male,1999-09-29,848,5,N,5244,9
952,Marina,Andresen,Female,1971-06-13,337,2,N,5454,12
953,Jasmin,Brodeur,Female,1979-05-23,568,5,N,7674,10
954,Alain,Immins,Male,1995-02-28,163,6,N,1515,12
955,Teresina,Gibbie,Female,1989-10-01,474,6,N,2790,9
956,Ezechiel,Pettecrew,Male,1960-09-26,22,6,N,3993,8
957,Jamima,Gannan,Female,1994-08-20,743,2,N,7737,8
958,Kristofor,Saulter,Male,1964-01-14,162,3,N,1151,8
959,Katharina,Jennins,Female,1986-10-26,925,2,N,7271,10
960,Lannie,Crumley,Male,1968-10-10,1,6,N,7735,12
961,Rosamund,Shelton,Female,1986-08-10,997,5,N,2880,1
962,Granger,Tuftin,Male,1977-09-07,959,4,N,1279,10
963,Valery,Haresign,Female,1968-07-28,53,4,N,5327,5
964,Rhetta,Grellier,Female,1994-01-24,546,3,N,4472,6
965,Meggie,Whitchurch,Female,1997-06-18,654,4,N,2887,5
966,Krystyna,Linning,Female,1978-11-05,167,4,N,2541,10
967,April,Causon,Female,1999-10-04,398,2,N,1638,7
968,Wayne,Woodfin,Male,1955-06-16,837,4,N,4946,5
969,Jo,Mallinar,Female,1978-09-19,76,4,N,7504,7
970,Kellyann,Hawton,Female,1980-06-26,15,4,N,4407,7
971,Sarge,Lerohan,Male,1988-10-25,380,3,N,2354,8
972,Dena,Crewdson,Female,1981-07-23,623,6,N,3649,8
973,Annabella,Hebron,Female,1979-08-02,566,3,N,7231,7
974,Mellicent,Dollin,Female,1991-06-07,875,6,N,2399,1
975,Goldarina,Rzehorz,U,,447,5,N,7880,9
976,Andonis,Slimmon,Male,1971-10-21,513,1,N,6923,8
977,Olga,Dyke,Female,1959-11-30,635,4,N,4886,9
978,Erena,Escalero,Female,1982-01-31,814,3,N,3284,6
979,Kayla,Falkingham,Female,1959-12-25,125,3,N,5624,11
980,Max,Gronaver,Female,1978-01-23,934,5,N,3625,7
981,Bud,Smittoune,Male,1973-02-19,585,5,N,2111,4
982,Tibold,Bonwell,Male,1960-02-12,19,4,N,1660,3
983,Shaylyn,Riggs,U,,397,1,N,1907,9
984,Luciano,Weddup,Male,1954-03-25,1047,1,N,3353,6
985,Aryn,O'Halloran,Female,1970-09-30,284,3,N,838,4
986,Barnard,Stranks,Male,1994-10-05,495,6,N,4876,7
987,Lars,Keher,Male,1974-08-29,193,2,N,2041,9
988,Andree,Simonato,Female,1981-01-15,145,3,N,7049,9
989,Caralie,Morfett,Female,1982-05-24,785,5,N,369,3
990,Melissa,Purple,Female,1976-04-13,975,6,N,5359,10
991,Lenna,Coales,Female,1991-11-29,521,6,N,1122,5
992,Cordelia,Hawkeswood,Female,1958-11-25,1043,6,N,1494,10
993,Reine,Semken,Female,1977-02-18,574,3,N,7998,9
994,Rhetta,Kupker,Female,1977-11-14,438,2,N,5361,9
995,Urbano,Mews,Male,1965-11-12,314,6,N,2912,9
996,Aura,Bemlott,U,,81,6,N,2919,9
997,Ambros,Kernes,Male,1981-07-03,78,6,N,2032,3
998,Petunia,Dufton,Female,1965-12-13,433,2,N,1419,12
999,Dido,Leyburn,Female,1988-04-10,834,3,N,1424,7
1000,Paulie,Castelot,Female,1978-08-07,818,5,N,861,6
1001,Finley,Vost,Male,1979-08-27,570,5,N,7126,9
1002,Pacorro,De Clairmont,Male,1978-08-30,476,6,N,5770,8
1003,Mariann,O'Geaney,Female,1968-02-03,937,3,N,787,12
1004,Colas,Pumfrett,Male,1975-07-09,531,3,N,6900,12
1005,Kalila,Birtwistle,Female,1967-09-15,784,4,N,4148,9
1006,Norbert,Gotcher,Male,1977-08-10,573,2,N,220,4
1007,Cord,Warriner,Male,1996-06-08,585,5,N,1803,9
1008,Lorry,Booley,Female,1975-11-10,175,5,N,5518,9
1009,Nolie,Orring,Female,1957-05-09,207,4,N,349,8
1010,Leighton,Ebbles,Male,1963-01-26,626,1,N,6404,8
1011,Cymbre,Janos,Female,1985-07-19,29,4,N,225,8
1012,Anna-diane,Preddle,Female,1955-05-20,690,4,N,2171,11
1013,Corissa,Zienkiewicz,Female,1976-09-06,51,3,N,2936,11
1014,Miller,Faloon,Male,1960-10-14,728,6,N,2471,10
1015,Toiboid,Sorrel,Male,1955-04-01,1010,5,N,6571,8
1016,Adrian,Prettyjohns,Male,1959-08-12,759,6,N,7063,10
1017,Jacquenette,Pluthero,Female,1979-01-09,848,3,N,7462,8
1018,Matthiew,Ferreras,Male,1994-11-27,1007,6,N,3485,10
1019,Ignazio,Milby,Male,1973-11-19,657,6,N,654,8
1020,Natala,Thorndale,Female,1975-11-10,397,1,N,4994,9
1021,Elvis,Rixon,Male,1977-10-02,313,3,N,5114,8
1022,Suzann,Wilks,Female,1990-03-04,997,2,N,3396,10
1023,Iseabal,Fullbrook,Female,1991-07-23,908,2,N,7911,12
1024,Rhodia,D'Onise,Female,1992-06-05,652,4,N,7391,9
1025,Ario,Jeromson,Male,1997-07-30,710,6,N,165,6
1026,Vernon,Hakking,Male,1994-07-29,908,1,N,3248,7
1027,Rolando,Sherewood,Male,1966-10-07,82,1,N,7332,7
1028,Thorn,Torfin,Male,1999-08-11,726,3,N,1719,11
1029,Forbes,Londors,Male,1997-02-15,100,5,N,373,9
1030,Nariko,Dummigan,Female,1962-05-05,604,5,N,6279,3
1031,Roi,Ogden,Male,1983-09-15,1032,5,N,6209,9
1032,Maribelle,Werndly,Female,1978-07-18,186,6,N,4914,12
1033,Jacob,Claringbold,Male,1995-01-06,568,2,N,5305,11
1034,Denney,Cretney,Male,1976-05-12,568,4,N,2586,6
1035,Kara-lynn,Doddridge,Female,1976-11-02,418,2,N,7093,4
1036,Randene,Ingle,Female,1969-11-28,937,6,N,7152,8
1037,Sissie,Rielly,Female,1956-08-08,260,5,N,7140,10
1038,Fraser,Acome,U,,790,6,N,2149,11
1039,Nona,Diamant,Female,1975-03-14,568,4,N,7603,7
1040,Jacenta,Wedlock,Female,1975-03-04,604,3,N,4313,1
1041,Free,Bonniface,Male,1959-05-25,1043,1,N,4382,11
1042,Isacco,Woodwind,Male,1976-01-14,22,4,N,5150,9
1043,Giorgi,Hurford,Male,1986-10-20,90,6,N,6508,7
1044,Frederico,Whilder,U,,604,3,N,6290,9
1045,Aeriel,Everest,Female,1986-05-08,908,6,N,5569,8
1046,Shir,Clevely,Female,1955-07-23,984,1,N,1076,11
1047,Standford,Tanswill,Male,1978-09-03,15,1,N,5873,10
1048,Braden,Lamming,Male,1976-06-08,477,1,N,3023,11
1049,Fraser,Gaenor,Male,1996-03-02,238,5,N,3065,5
1050,Marjie,Ghion,Female,1973-07-29,976,6,N,6474,11
1051,Xylia,Lange,Female,1977-09-29,68,4,N,7669,10
1052,Dela,Flannigan,Female,1986-02-02,867,3,N,3806,7
1053,Davon,Stanyland,Male,1962-05-20,900,6,N,3201,12
1054,Natal,Matiewe,Male,1983-08-09,22,6,N,7281,6
1055,Danell,Rose,Female,1988-06-08,143,5,N,5585,11
1056,Kendricks,Markel,Male,1966-12-18,410,1,N,3694,11
1057,Laryssa,Durdle,Female,1969-04-06,934,5,N,3875,12
1058,Gretel,Gionettitti,Female,1987-10-24,758,2,N,50,11
1059,Chantal,Plante,Female,1968-02-16,671,4,N,6730,10
1060,Vanda,Boadby,Female,1961-11-23,957,2,N,5901,8
1061,Anderson,"",Male,1988-11-07,550,5,N,1077,9
1062,Tish,Mowett,Female,1975-09-28,828,5,N,1213,10
1063,Terrence,Geck,Male,1987-03-01,633,2,N,6198,9
1064,Thornie,Andrusov,Male,1977-06-13,438,2,N,7438,8
1065,Chilton,Ghirigori,Male,1962-06-27,309,6,N,4434,7
1066,Hailey,Ricciardi,Male,1995-10-06,94,3,N,661,4
1067,Berri,Cotillard,Female,1965-05-17,606,6,N,1902,7
1068,Frazer,Searston,Male,1995-03-21,465,6,N,683,3
1069,Reese,Titterington,Male,1976-04-15,417,5,N,216,10
1070,Albert,Gomery,Male,1995-06-04,71,5,N,2445,3
1071,Chrisy,Miranda,Male,1986-12-29,585,3,N,5617,1
1072,Curt,Petrello,Male,1957-06-01,193,4,N,5544,9
1073,Elbertina,Donne,Female,1980-02-25,1026,2,N,3147,7
1074,Griswold,Juett,Male,1974-07-14,240,4,N,6375,9
1075,Cullin,Elcoate,Male,1967-07-25,975,3,N,1307,9
1076,Siegfried,Trattles,Male,2000-06-06,504,1,N,2568,9
1077,Sheba,Este,Female,1955-10-11,331,6,N,6847,8
1078,Abe,Pilley,Male,1976-06-05,342,5,N,3369,9
1079,Dennie,L' Anglois,Male,1978-01-03,946,5,N,784,8
1080,Monah,Talbot,Female,1999-12-26,302,6,N,2246,4
1081,Marga,Cradduck,Female,1985-10-21,652,5,N,6452,7
1082,Guinevere,Kelby,U,,521,6,N,4905,9
1083,Chadd,Fowlds,Male,1996-08-07,959,1,N,1550,5
1084,Serena,Jagson,Female,1994-05-18,65,1,N,565,9
1085,Lucho,Strafen,Male,1975-09-12,840,5,N,308,9
1086,Ezechiel,Parnall,Male,1989-06-21,1045,6,N,2461,11
1087,Lian,Madrell,Female,1979-09-18,521,6,N,2043,7
1088,Andy,Polgreen,Female,1989-07-21,963,4,N,742,3
1089,Korney,Hess,Female,1988-09-17,653,1,N,4292,10
1090,Lorettalorna,"",Female,1975-07-15,640,1,N,7523,7
1091,Keith,Housden,Male,1980-04-15,465,5,N,7978,9
1092,Katlin,Creddon,Female,1935-08-22,788,5,N,629,9
1093,Clarita,Penright,Female,1996-09-13,476,1,N,3355,8
1094,Shaughn,Salters,Male,1975-12-27,264,3,N,5766,9
1095,Emelda,Gerler,Female,1958-08-29,993,5,N,3104,8
1096,Jakie,Mungham,Male,1969-11-29,999,3,N,171,3
1097,Gwenora,Grabbam,Female,1968-01-31,730,6,N,4807,11
1098,Maure,Crow,Female,1989-02-01,279,6,N,7729,3
1099,Jarrett,Maffia,Male,1975-01-13,1004,2,N,6270,10
1100,Cord,Braundt,Male,1983-01-02,790,5,N,3688,6
1101,Haily,McWilliams,Female,1968-12-22,3,5,N,3656,4
1102,Stephana,Puzey,Female,1976-08-17,129,1,N,3696,11
1103,Glynnis,Sailor,Female,1978-01-30,107,4,N,1272,9
1104,Jewelle,Pincott,Female,1959-12-31,609,5,N,2544,5
1105,Sherman,McCusker,Male,1990-02-10,420,5,N,3043,9
1106,Sibyl,Bigmore,Female,1962-12-17,49,5,N,1245,7
1107,Maridel,Whitby,Female,1974-07-17,652,3,N,1427,6
1108,Ginnie,Farriar,Female,1962-03-06,264,5,N,2645,11
1109,Nestor,Billingsley,Male,1989-09-01,368,3,N,4453,12
1110,Lazar,Cherryman,Male,1991-03-17,133,3,N,4243,7
1111,Zach,Maynard,Male,1960-03-04,751,4,N,1147,10
1112,Jarrett,Chiplin,Male,1981-05-22,568,6,N,4853,9
1113,Dorie,Willock,Male,1992-06-24,994,5,N,331,9
1114,Evonne,Southan,Female,1976-06-03,654,5,N,3953,8
1115,Merola,Stutard,Female,1970-01-18,67,4,N,5028,11
1116,Tori,Coche,Female,1974-06-26,203,6,N,2996,9
1117,Georgena,Guilaem,Female,1975-12-01,456,1,N,597,11
1118,Colline,Coulman,Female,1975-12-19,4,6,N,3137,8
1119,Lemmy,Bennit,Male,1976-10-09,135,6,N,1833,7
1120,Jacquelyn,Rowlinson,Female,1980-08-31,466,1,N,977,11
1121,Dione,Raithby,Female,1984-01-21,934,6,N,2316,9
1122,Gerladina,Carney,Female,1985-12-19,568,5,N,5364,11
1123,Dominick,Downey,Male,1962-06-18,1043,5,N,1545,10
1124,Eben,Threader,Male,1965-02-03,101,2,N,392,4
1125,Raff,Everley,Male,1990-01-19,1038,1,N,1552,8
1126,Atlante,Sonley,Female,1973-09-27,186,5,N,6647,12
1127,Elly,Ormshaw,Female,1991-02-27,519,5,N,2788,3
1128,Kirsten,Longman,Female,1992-04-12,107,6,N,7660,7
1129,Hercule,"",Male,1977-06-29,63,6,N,7050,4
1130,Juli,Prine,Female,1964-12-06,628,5,N,5255,11
1131,Sigmund,Barkworth,Male,1956-08-07,246,5,N,6525,6
1132,Coriss,Darkott,Female,1985-08-01,633,2,N,4116,9
1133,Forrester,McFetridge,Male,1968-01-26,900,1,N,2096,3
1134,Sullivan,Scullion,Male,1994-09-30,279,1,N,5118,6
1135,Mireielle,Avrasin,Female,1980-05-03,350,6,N,7570,2
1136,Ivan,Blackhall,Male,1977-08-31,644,3,N,800,10
1137,Jermayne,Hryniewicki,Male,1977-07-03,476,5,N,2906,11
1138,Elli,Loxdale,Female,1991-09-21,307,6,N,6131,9
1139,Shellysheldon,Wickey,Male,1982-09-15,1016,6,N,4645,5
1140,Deana,Rathbourne,Female,1986-02-25,186,6,N,6138,9
1141,Shannah,Gritsaev,Female,1981-09-19,908,4,N,2552,10
1142,Michal,Paiton,Male,1998-05-07,450,5,N,272,4
1143,Goraud,Boissieux,Male,1955-03-06,427,6,N,7292,9
1144,Damon,Phelip,Male,1996-12-12,406,4,N,6210,5
1145,Korella,Begin,Female,1965-09-26,1043,6,N,6781,7
1146,Hadleigh,Birley,Male,1992-08-31,546,3,N,6248,4
1147,Tate,Studholme,Male,1968-07-09,311,4,N,2524,9
1148,Inigo,Ojeda,Male,1987-09-28,718,3,N,1642,10
1149,Ki,Odo,Female,1967-09-30,905,2,N,947,4
1150,Bernelle,Warwick,Female,1975-09-26,806,6,N,4337,11
1151,Brena,Amburgy,Female,1965-04-06,584,4,N,4948,1
1152,Humfrid,Ducket,Male,1998-06-23,949,6,N,32,3
1153,Mirilla,Lothlorien,Female,1995-01-17,105,6,N,740,12
1154,Chase,Youd,Male,1974-11-24,474,6,N,6223,4
1155,Janetta,Hartrick,Female,1994-01-15,479,6,N,3038,8
1156,Breena,Risebrow,Female,1997-10-16,824,6,N,1535,7
1157,Saunder,Camerati,Male,1974-04-03,474,2,N,6891,7
1158,Butch,Geertje,Male,1985-02-17,149,6,N,294,10
1159,Elbert,Bridgement,Male,1993-01-28,438,5,N,7546,9
1160,Trisha,Nisuis,Female,1965-04-08,385,1,N,7557,9
1161,Sibylle,Cutsforth,Female,1977-01-14,436,5,N,7802,1
1162,Ambrose,Raiston,Male,1990-04-13,108,6,N,65,8
1163,Manolo,Dwire,Male,1981-11-13,507,4,N,7205,6
1164,Gilligan,Mowat,Female,1977-01-09,604,6,N,6242,8
1165,Fanni,Wakelin,Female,1993-06-23,279,3,N,5198,10
1166,Fannie,Devil,Female,1972-12-05,972,1,N,5783,9
1167,Elberta,Crickett,Female,1996-06-03,921,5,N,6256,8
1168,Iosep,Shaddick,Male,1965-02-16,504,1,N,3425,9
1169,Kessiah,Corden,Female,1967-08-09,633,6,N,6620,7
1170,Lari,Rotte,Female,1964-11-30,184,6,N,6227,7
1171,Ilise,Solloway,Female,1971-08-15,878,2,N,3617,9
1172,Smith,Babbs,Male,1974-04-12,600,6,N,7304,9
1173,Gertie,Chaim,Female,1978-03-02,967,3,N,1005,8
1174,Shellysheldon,Gooderridge,U,,673,5,N,5459,9
1175,Paige,Hodgin,Male,1985-09-22,878,5,N,4734,8
1176,Celia,Dockerty,Female,1976-01-16,120,2,N,2841,8
1177,Bobbette,Pozzi,Female,1953-08-31,604,2,N,3975,8
1178,Angelo,Byne,Male,1970-05-26,504,5,N,6681,3
1179,Kerry,Pashenkov,Male,1988-08-15,939,4,N,3758,6
1180,Gaye,Quickenden,Female,1975-08-17,384,1,N,1463,9
1181,Brita,Plant,Female,1978-06-06,244,5,N,6093,10
1182,Carolann,Ottiwill,Female,1975-01-11,59,6,N,305,10
1183,Joe,Shalliker,Male,1958-11-14,952,1,N,1084,1
1184,Auberta,Teodori,Female,1968-10-07,652,5,N,2214,11
1185,Xena,Rossbrooke,Female,2000-07-23,959,6,N,541,9
1186,Brantley,Cecchi,Male,1977-05-28,1007,2,N,1981,2
1187,Antonino,Hogben,Male,1998-10-21,908,5,N,5127,10
1188,Sally,Cominoli,Female,1984-02-23,962,2,N,2564,9
1189,Mart,Bazoche,Male,1988-08-29,353,4,N,6622,5
1190,Sib,Gilby,Female,1968-09-07,546,2,N,5055,4
1191,Merrielle,Vegas,Female,1996-05-22,751,6,N,7799,8
1192,Hollyanne,McCarter,Female,1969-12-12,163,5,N,2146,10
1193,Quintus,Whear,Male,1986-01-21,312,3,N,3277,8
1194,Audry,Scurrey,Female,1992-03-25,804,1,N,3779,1
1195,Ally,Folliott,Female,1978-03-22,485,5,N,4999,7
1196,Phillie,Bradforth,Female,1998-03-19,474,5,N,604,3
1197,Isobel,Lampett,Female,1997-10-16,461,4,N,4187,9
1198,Alina,Rickson,Female,1973-09-30,4,3,N,7095,10
1199,Ludovico,Bertot,Male,1958-06-14,15,2,N,3697,6
1200,Hedda,Lathom,Female,1974-04-30,438,3,N,278,10
1201,Stephani,Mellhuish,Female,1955-11-28,900,5,N,7003,10
1202,Rollie,"",Male,1992-02-26,4,6,N,3144,5
1203,Claresta,Carnier,Female,1988-05-06,643,1,N,6095,4
1204,Trudy,Huffy,Female,1971-03-24,897,2,N,4696,10
1205,Barton,Baudts,Male,1978-06-05,909,1,N,5855,9
1206,Lucina,Metcalf,Female,1978-05-07,937,5,N,5110,9
1207,Mabel,Marousek,Female,1997-09-25,514,5,N,3994,8
1208,Lira,Durn,Female,1983-12-26,1020,5,N,2479,9
1209,Jacky,Jerosch,Male,1977-09-06,728,4,N,7704,10
1210,Shandie,Sprigg,U,,960,5,N,3282,11
1211,Gunar,Petasch,Male,1978-07-23,337,2,N,7185,10
1212,Cindy,Freeborn,Female,1968-10-24,917,1,N,5189,7
1213,Matthieu,Schruur,Male,1973-10-21,233,3,N,2394,4
1214,Martino,Shalcros,Male,1989-05-01,819,3,N,4143,7
1215,Dyann,Turbard,Female,1967-02-26,163,5,N,448,4
1216,Frank,Vallerine,Female,1959-06-25,747,2,N,7718,7
1217,Dulcinea,Janssen,Female,1968-08-19,527,3,N,4160,9
1218,Marlie,Lister,Female,1982-01-09,568,6,N,2291,9
1219,Kaine,Parkeson,Male,1971-11-04,908,5,N,3734,7
1220,Paulie,Akerman,Male,1987-06-08,882,3,N,3869,6
1221,Byrom,Draisey,Male,1995-09-25,977,4,N,4,10
1222,Barbey,Ville,Female,1970-11-01,793,5,N,848,7
1223,Kristyn,"",Female,1965-01-05,245,6,N,6772,7
1224,Aundrea,Reisenberg,Female,1977-04-04,1032,5,N,1162,4
1225,Arte,Witchell,Male,1988-01-22,146,6,N,2444,11
1226,Constantia,Sirr,Female,1981-03-16,73,6,N,523,9
1227,Carlina,Pencot,Female,1989-09-30,911,2,N,4986,10
1228,Marti,Bisterfeld,Female,1962-04-27,193,1,N,615,8
1229,Sebastian,Trass,Male,2000-01-08,733,2,N,522,11
1230,Eben,Powley,Male,1985-07-24,908,6,N,1795,9
1231,Aloisia,Shawel,Female,1973-07-28,652,1,N,1391,2
1232,Stillmann,Wilfling,Male,1959-09-12,778,1,N,3422,7
1233,Keeley,Hawsby,Female,1978-07-07,585,2,N,2447,4
1234,Rancell,Yven,Male,1965-04-19,407,5,N,1536,5
1235,Sharon,Cranage,Female,1969-02-28,264,5,N,4746,7
1236,Bryanty,Megarrell,Male,1974-05-21,503,4,N,1259,8
1237,Junia,Humerstone,Female,1969-12-31,474,3,N,7254,9
1238,Steward,Beedham,Male,1978-06-01,670,2,N,2175,7
1239,Carroll,Cobbin,Male,1978-02-28,568,6,N,6030,11
1240,Pen,Earey,Female,1965-05-13,398,6,N,56,8
1241,Lolly,Junkison,Female,1986-03-22,504,2,N,2067,10
1242,Bartholomeo,Meeke,Male,1973-02-04,54,4,N,4311,2
1243,Robbert,Blakey,Male,1953-08-09,517,5,N,6285,1
1244,Glenn,Tinham,U,,521,6,N,6302,2
1245,Erin,Shawell,Male,1994-05-31,217,1,N,2381,2
1246,Ibrahim,Wibrew,Male,1993-08-10,568,3,N,169,7
1247,Hildagarde,Eyrl,Female,1960-10-05,252,1,N,7087,6
1248,Genia,Bartel,Female,1963-12-18,420,2,N,6771,4
1249,Tabb,McKeowon,Male,1967-10-31,331,5,N,1336,2
1250,Jacklyn,Kewley,Female,2001-11-02,455,5,N,5788,1
1251,Codie,Arnecke,Male,1997-10-01,38,5,N,6555,9
1252,Les,Ellwood,Male,1965-01-16,129,6,N,6739,6
1253,Mahalia,"",Female,1996-08-19,805,5,N,7382,2
1254,Quillan,McDuffie,Male,1958-12-18,123,6,N,3757,1
1255,Erhart,Glazebrook,Male,1982-05-20,465,1,N,471,1
1256,Granny,Lukes,Male,1986-05-11,604,3,N,5183,2
1257,Prentiss,MacVicar,Male,1972-06-19,451,2,N,2432,2
1258,Nefen,Ferriere,Male,1978-04-21,942,5,N,3190,3
1259,Emmi,Dymock,Female,1973-11-24,546,5,N,2235,1
1260,Fremont,Spawton,Male,1989-10-01,855,5,N,4139,2
1261,Candice,Lohde,Female,1971-02-16,774,5,N,4662,3
1262,Aindrea,MacConchie,Female,1967-12-07,569,4,N,1043,1
1263,Elliot,Posselow,Male,1973-06-16,473,1,N,6374,3
1264,Michail,Heart,Male,1994-02-28,465,6,N,5393,9
1265,Kipper,Monck,Male,1987-07-22,176,6,N,2470,6
1266,Harry,"",Male,1978-05-02,178,6,N,3990,6
1267,Leopold,Dainton,Male,1979-06-03,873,2,N,2890,4
1268,Baudoin,McCartney,Male,1989-12-06,908,4,N,1209,5
1269,Ravid,Kilgallon,Male,1990-08-25,577,4,N,1283,2
1270,Cullen,Langshaw,Male,1983-02-27,937,1,N,2062,7
1271,Jo-anne,Pringer,Female,1994-07-11,869,6,N,724,2
1272,Nettie,Bulfit,Female,1985-04-04,900,1,N,3180,8
1273,Hieronymus,Whinray,Male,1974-07-31,381,2,N,5506,1
1274,Emmerich,Tinkler,Male,1977-11-16,885,5,N,7849,4
1275,Francisca,Whittek,Female,1966-01-10,234,6,N,3138,3
1276,Farrel,Waiting,Male,1964-06-07,264,1,N,3910,7
1277,Elias,Gerrie,Male,1972-12-26,964,6,N,2527,8
1278,Betsy,Schruurs,Female,1998-11-15,504,1,N,1857,5
1279,Burr,Lygoe,Male,1962-08-12,1025,5,N,6053,7
1280,Horacio,Peyntue,Male,1978-01-24,164,4,N,2071,8
1281,Leighton,Zisneros,Male,1968-07-07,98,2,N,694,6
1282,Garald,Pidler,Male,1980-11-15,332,2,N,837,8
1283,Tory,Minnette,Female,1994-08-23,146,5,N,4066,4
1284,Alexis,Aronov,Male,1976-01-28,391,1,N,2895,7
1285,Tomkin,Fudge,Male,1973-05-23,716,6,N,2245,1
1286,Mina,Clawley,Female,1975-06-28,548,4,N,430,5
1287,Nicko,Saddleton,Male,1960-10-23,267,6,N,2178,2
1288,Abra,Cuardall,Female,1979-10-07,166,2,N,743,3
1289,Shelley,Stroyan,Male,1973-07-16,568,6,N,963,6
1290,Vassily,Ramalho,Male,1967-08-08,912,4,N,6933,7
1291,Warner,Zuker,Male,1980-08-16,707,5,N,846,7
1292,Alice,Backson,Female,1961-06-02,568,1,N,3970,6
1293,Vidovic,Fretson,Male,1980-10-07,710,5,N,4156,7
1294,Cari,Worling,Female,1974-09-28,900,6,N,7966,5
1295,Irving,Murton,Male,1997-01-25,987,6,N,1779,8
1296,Essy,Vondrak,Female,1989-03-11,937,2,N,5853,9
1297,Shay,Gimbart,Male,1981-02-12,652,5,N,6066,7
1298,Guglielmo,Yele,Male,1974-04-06,474,5,N,5140,7
1299,Maddy,Aiskovitch,Female,1977-01-17,274,1,N,3498,1
1300,Sisely,Strelitzer,Female,1991-03-10,519,2,N,1008,7
1301,Trix,"",Female,1991-11-25,927,5,N,7823,4
1302,Ericka,Eggers,Female,1998-05-03,253,2,N,4962,7
1303,Nollie,Guilliatt,Male,1972-04-27,523,5,N,7279,6
1304,Emmy,Lumbly,Male,1977-11-16,394,3,N,7832,7
1305,Averil,Gentiry,Male,1970-03-01,800,4,N,2667,8
1306,Doyle,Oleksinski,Male,1956-04-12,29,2,N,1966,9
1307,Emlyn,Musgrave,Female,1970-09-06,264,4,N,1666,7
1308,Andrey,Conre,Male,1976-08-27,157,2,N,319,8
1309,Adlai,Fabry,Male,1977-03-22,246,5,N,3336,4
1310,Keane,Leebeter,Male,1986-12-20,942,4,N,952,8
1311,Sharona,Cunah,Female,1984-10-06,15,6,N,641,10
1312,Magda,Baugh,Female,1994-07-16,604,1,N,55,7
1313,Hughie,Laboune,Male,1986-02-09,918,5,N,542,2
1314,De,Eilhart,Female,1970-02-23,146,6,N,3064,6
1315,Ebba,Comport,Female,1973-06-24,397,6,N,5214,2
1316,Steven,Castellaccio,Male,1990-03-06,570,4,N,5517,3
1317,Barrett,Lindley,Male,1973-01-18,320,6,N,4219,6
1318,Barbe,Assender,Female,1966-08-17,236,6,N,182,8
1319,Trevor,St. Paul,Male,1955-07-18,135,6,N,4921,7
1320,Fae,"",Female,1983-10-29,900,4,N,4259,5
1321,Bree,Domenge,Female,1994-07-05,390,1,N,7517,4
1322,Kathye,Christie,Female,2001-10-16,202,6,N,681,8
1323,Kristofor,Mockes,Male,1988-04-04,379,4,N,3933,8
1324,Randie,Arnowitz,Female,1978-02-22,208,5,N,1574,8
1325,Ty,Belliard,Male,1968-08-25,996,4,N,7256,7
1326,Goddard,Tinn,Male,1966-02-23,782,2,N,7153,6
1327,Sarita,Khosa,Female,1995-11-25,861,1,N,4684,7
1328,Stavro,Gargett,Male,1981-09-02,903,6,N,2652,10
1329,Wendy,Randlesome,Female,1989-07-15,1030,5,N,6658,2
1330,Gery,Headrick,Male,1985-08-02,569,1,N,7852,2
1331,Edward,Hawkwood,Male,1987-03-24,377,3,N,7483,5
1332,Garek,De la Barre,Male,1978-05-01,569,6,N,7456,6
1333,Phillipp,McMonnies,Male,1973-08-23,818,3,N,138,8
1334,Cicily,Jenks,Female,1998-10-23,721,5,N,1315,9
1335,Sibylla,Marlon,Female,1997-08-14,135,6,N,989,8
1336,Moise,Inde,Male,1989-03-13,881,6,N,2345,7
1337,Damara,Wheatland,Female,1988-03-08,367,5,N,5592,7
1338,Giuseppe,Tezure,Male,1980-11-24,262,3,N,6346,8
1339,Mariam,Guiel,Female,1978-12-09,443,3,N,4475,8
1340,Crawford,Dreini,Male,1977-11-05,713,3,N,7636,4
1341,Parry,Rigolle,Male,1986-05-18,250,1,N,4194,1
1342,Barnett,Morville,Male,1962-04-11,585,2,N,1645,4
1343,Creight,Deery,Male,1979-12-10,264,3,N,3521,2
1344,Renelle,Tutin,Female,1995-11-02,1004,5,N,2809,2
