"customer_id","first_name","last_name","dob","job_industry_category_id","wealth_segment_id","deceased_indicator","owns_car","address_id"
453,Cornelius,Yarmouth,,7,1,N,No,1152
454,Eugenie,Domenc,,10,2,N,Yes,659
455,Mile,Dionisii,1991-11-02,3,3,N,Yes,3760
456,Randolph,Redihalgh,1975-11-30,3,2,N,Yes,1704
457,Querida,Danilchev,1980-12-14,8,1,N,Yes,701
458,Osborn,Pentony,1969-04-21,3,2,N,Yes,1451
459,Bel,Cheeke,1986-08-04,3,3,N,Yes,1091
460,Illa,"",1986-01-23,3,2,N,Yes,1078
461,Jsandye,Melendez,1979-10-09,10,3,N,Yes,2025
462,Melany,Thorrington,1960-01-01,3,2,N,Yes,3357
463,Allis,Blanche,1962-03-30,8,3,N,Yes,3127
464,Karel,Dimelow,1958-03-23,4,3,N,Yes,2396
465,Alina,Wilsey,1976-03-27,8,2,N,Yes,3322
466,Jarad,Bauser,1991-01-27,3,2,N,Yes,2472
467,Welbie,Rockliffe,1954-01-02,5,2,N,No,1158
468,Valeria,Ladyman,1974-01-19,5,1,N,Yes,1967
469,Levi,Cartmell,1996-05-03,8,1,N,Yes,23
470,Darbee,Klimowicz,2001-12-19,2,3,N,No,1460
471,Libby,Wardesworth,1956-01-01,8,2,N,No,176
472,Kippy,Jessel,1990-11-16,8,3,N,Yes,2074
473,Benji,O'Shirine,1977-03-13,10,3,N,Yes,25
474,Consolata,Clacson,1983-01-15,6,2,N,No,3946
475,Vernor,"",1996-11-14,3,2,N,No,2654
476,Kane,Jahnel,1989-04-21,4,3,N,No,2868
477,Cheri,Hazeman,1960-11-26,8,1,N,Yes,1523
478,Darcey,Harberer,1961-01-21,4,2,N,Yes,3902
479,Blythe,Keighley,1994-08-04,7,3,N,Yes,183
480,Darelle,Ive,,10,3,N,Yes,3187
481,Marcella,Manzell,1990-04-12,1,3,N,No,3034
482,Gar,Wallis,1962-12-19,10,3,N,No,1561
483,Bertrand,Penkethman,1973-05-02,2,2,N,No,706
484,Mason,Kohrsen,1974-04-24,3,3,N,No,2566
485,Ulrika,Steagall,1974-11-08,3,1,N,No,953
486,Prudi,Edon,1955-12-30,3,2,N,Yes,513
487,Elayne,Braiden,1979-09-19,10,3,N,No,1098
488,Domini,Ghelerdini,1980-07-11,5,3,N,Yes,828
489,Tresa,Reeks,1971-05-31,2,3,N,Yes,1376
490,Lida,Boynton,1992-06-15,1,3,N,No,2249
491,Andrea,Funcheon,1976-02-20,5,2,N,Yes,919
492,Pail,Ashplant,1976-04-28,8,3,N,No,2651
493,Tommie,Banbridge,1960-09-13,3,3,N,Yes,3876
494,Gaby,"",1975-06-02,3,3,N,No,3480
495,Lucius,Prescott,1959-02-21,8,3,N,Yes,1136
496,Korry,Cosgrove,1976-01-28,8,2,N,Yes,1540
497,Allissa,Brinklow,1974-01-09,5,3,N,Yes,3403
498,Emmalee,Sketcher,1978-04-30,3,1,N,Yes,3563
499,Dalli,Baggally,1961-03-15,8,2,N,No,3070
500,Lazar,Crathern,1992-04-11,2,2,N,Yes,402
501,Henrieta,MacClancey,1977-06-10,4,1,N,No,3870
502,Rica,Raveau,1970-12-24,3,3,N,No,1705
503,Burr,Gerb,1989-07-19,10,2,N,Yes,1381
504,Vinny,Hegley,1995-04-25,3,1,N,Yes,3257
505,Wylma,Elsy,1966-12-01,4,1,N,Yes,324
506,Brett,Scrancher,1985-02-14,2,3,N,No,2355
507,Gwen,Jakubczyk,1971-07-05,10,3,N,No,2946
508,Abagail,Tordiffe,1971-01-18,5,3,N,Yes,1404
509,Tobe,Vamplew,1979-08-06,8,2,N,Yes,1041
510,Sheilah,Blackmore,1992-06-15,4,3,N,No,3844
511,Theo,Tolmie,1982-12-02,10,1,N,No,3728
512,Sigfried,Semken,1955-04-15,8,3,N,No,3247
513,Kienan,Soar,,7,3,N,No,1740
514,Trent,"",1996-06-20,8,3,N,Yes,2118
515,Winna,Verny,1989-09-04,7,1,N,No,1467
516,Craggy,Loadsman,1958-01-07,8,3,N,No,361
517,Iona,Fidgeon,1985-08-20,5,3,N,Yes,476
518,Bernhard,Senett,1991-04-28,2,3,N,Yes,3275
519,Rabi,Nissle,2000-04-07,4,3,N,Yes,2548
520,Jazmin,Neumann,1964-08-09,8,2,N,Yes,1397
521,Peri,Hovie,1978-12-19,10,1,N,No,923
522,Lynnelle,Comettoi,1976-11-05,4,2,N,Yes,1825
523,Elberta,Tixall,1974-11-24,8,2,N,Yes,1434
524,Florence,Held,1962-09-09,2,3,N,No,2104
525,Lennard,Donizeau,1980-02-12,3,3,N,Yes,3980
526,Ardelle,"",,10,3,N,Yes,546
527,Lorilyn,Topaz,1990-10-19,8,3,N,Yes,481
528,Gayel,Downs,1979-06-06,10,3,N,No,1791
529,Sandor,Tumber,1989-07-21,2,2,N,Yes,1071
530,Townie,Perez,1974-09-24,3,3,N,No,3907
531,Modesty,Fletcher,1993-08-26,8,1,N,No,3363
532,Row,Mawditt,1961-01-14,8,2,N,No,2914
533,Conny,Shearmer,1981-12-14,2,3,N,No,399
534,Madel,Palffrey,1954-08-16,4,3,N,No,3330
535,Gracie,Merrifield,1993-05-04,4,2,N,No,1546
536,Jannelle,Leist,1959-04-07,3,2,N,No,3839
537,Raine,Sneezum,1989-03-26,6,1,N,No,728
538,Millicent,Wiffler,1956-10-21,3,3,N,Yes,3935
539,Hobie,Knappett,1975-08-10,10,1,N,No,3584
540,Tresa,Dy,2001-04-28,3,3,N,No,197
541,Annissa,Balmforth,1966-01-01,3,2,N,Yes,2228
542,Berri,McManamen,1967-01-14,3,3,N,No,2559
543,Mikey,Rizzetti,1973-08-03,2,2,N,Yes,2154
544,Giacomo,Johanning,1990-10-12,3,1,N,Yes,1443
545,Alecia,Crosse,1978-06-04,10,3,N,Yes,3142
546,Jorie,Pigott,1981-02-24,10,3,N,Yes,3473
547,Andee,Robjant,1996-05-14,10,3,N,No,2457
548,Georgie,Cudbertson,,7,1,N,Yes,1133
549,Abrahan,Luckman,1985-06-15,2,3,N,Yes,432
550,Emeline,Jorioz,1976-07-10,2,3,N,No,1230
551,Florence,Muldoon,1987-08-10,8,1,N,No,1707
552,Hilly,Kleinmann,1978-09-09,3,1,N,Yes,1570
553,Charlean,Fantone,1979-05-12,1,2,N,Yes,996
554,Esmaria,Dobbison,1955-05-06,10,3,N,Yes,1672
555,Jarib,Senior,1970-11-08,5,3,N,No,2669
556,Oralia,Gifford,1957-09-08,4,3,N,No,2604
557,Cassie,Morley,1961-06-02,3,2,N,Yes,1635
558,Allene,Claypole,1973-05-25,4,3,N,No,1430
559,Erma,Vyel,1988-03-05,2,1,N,Yes,2046
560,Dorree,Sanja,1953-10-11,10,2,N,No,3313
561,Karin,Burkill,1977-08-15,4,3,N,No,3268
562,Lindy,Fitzpayn,1970-06-06,4,3,N,No,1219
563,Rube,Itzhayek,1974-09-20,7,3,N,Yes,2699
564,Nettie,Iddy,1983-11-07,2,1,N,No,3294
565,Saleem,Meller,1959-10-02,3,3,N,Yes,3352
566,Datha,McPheat,1978-12-09,8,1,N,Yes,2059
567,Hashim,O'Leahy,1965-07-08,8,2,N,No,345
568,Quinn,Fulks,1957-12-15,3,3,N,No,1497
569,Jaime,Warkup,1976-01-31,7,3,N,No,1847
570,Xever,Baldetti,1978-06-24,8,3,N,Yes,3222
571,Ramonda,McKellar,1958-02-15,6,3,N,No,1936
572,Clementius,Everington,1967-05-01,10,1,N,Yes,2801
573,Maurits,Kix,1994-03-07,4,3,N,No,2081
574,Gerard,Steketee,1990-04-09,8,3,N,No,1955
575,Etan,Poyle,1956-06-10,8,1,N,Yes,1107
576,Bart,Eakle,1977-05-19,2,3,N,Yes,3096
577,Nadean,Fielding,1956-04-08,5,3,N,Yes,2352
578,Charyl,Haimes,1995-01-24,4,1,N,Yes,3356
579,Cathlene,Bellas,1974-06-11,10,3,N,No,1142
580,Johnathan,Audiss,1975-12-03,8,3,N,Yes,533
581,Brenna,Dacks,1969-05-22,8,3,N,Yes,87
582,Rhoda,McKeown,,7,2,N,No,1177
583,Tirrell,Haysham,1986-04-14,10,3,N,No,2828
584,Fiona,Clines,1995-09-15,3,2,N,Yes,550
585,Tiphany,Bonnier,1978-04-20,10,3,N,Yes,2569
586,Jayme,Baunton,1999-03-15,3,3,N,No,1331
587,Adolphus,Seers,1966-05-27,10,3,N,Yes,960
588,Gunther,Jackman,1963-10-05,6,3,N,No,184
589,Duff,Anan,1995-12-07,8,3,N,Yes,801
590,Ddene,Burleton,1988-09-09,10,3,N,Yes,2215
591,Sydney,Endacott,1974-10-02,6,2,N,No,100
592,Edik,Connichie,1992-09-24,3,3,N,No,3359
593,Eugenius,Packe,1984-08-07,4,3,N,No,995
594,Humfrey,Frankland,1980-07-22,4,3,N,No,3925
595,Nikola,Jeanon,1973-05-12,8,3,N,No,2779
596,Sue,Chapelhow,1968-10-20,5,2,N,No,2816
597,Cassandra,Aucoate,1954-12-10,3,3,N,No,1296
598,Zebulen,Swadon,1967-06-27,8,1,N,No,2827
599,Ernestus,Cruden,,8,3,N,Yes,779
600,Duke,Allnatt,1974-05-10,1,3,N,Yes,3303
601,Ken,Renfree,1992-12-04,2,1,N,Yes,1052
602,Lebbie,Bruck,1992-03-28,4,1,N,Yes,3586
603,Alidia,Durrett,1987-04-18,8,2,N,No,3146
604,Mella,Petrovsky,1998-02-10,7,2,N,No,1512
605,Bart,Creenan,1972-03-26,3,3,N,Yes,212
606,Filia,Rosson,1989-07-16,3,3,N,Yes,1445
607,Adelaida,Redmond,1976-08-10,10,3,N,No,3117
608,Alisun,Heinecke,1980-01-08,2,1,N,Yes,2035
609,Margalit,Dorwood,2000-11-06,10,3,N,No,3112
610,Hyatt,Craine,1958-03-16,8,3,N,Yes,3714
611,Otto,Huriche,1986-12-20,3,3,N,Yes,1321
612,Grange,Skillington,1962-01-12,10,3,N,No,2848
613,Carolann,O'Hallagan,1989-11-14,5,1,N,No,3698
614,Nonnah,Johns,1995-09-12,3,3,N,Yes,3022
615,Rebeca,Martonfi,1956-05-11,5,3,N,No,1913
616,Perl,Bysaker,1995-07-13,10,1,N,No,3628
617,Idell,Cole,1960-08-01,5,3,N,No,354
618,Lucho,Mitie,1962-04-05,3,2,N,Yes,2505
619,Finn,Dahlman,1977-08-14,5,3,N,No,2535
620,Willy,Langley,1973-03-26,8,3,N,Yes,437
621,Constantin,Giacobbo,1964-11-29,4,1,N,No,3428
622,Arri,Lamden,1968-10-18,8,3,N,No,2424
623,Hazel,Brokenshire,1988-04-23,5,1,N,No,856
624,Winny,Girtin,1976-01-13,3,3,N,Yes,2519
625,Abra,Probets,1974-11-27,6,1,N,Yes,2666
626,Albrecht,Forty,1992-11-24,3,3,N,No,622
627,Shanta,Knill,1970-09-24,4,1,N,No,2796
628,Mallissa,Gillespie,1981-10-24,8,3,N,No,1621
629,Basil,Brellin,1960-12-06,3,1,N,No,872
630,D'arcy,Rowden,1986-08-11,5,2,N,Yes,1577
631,Ortensia,Dronsfield,1966-09-14,10,2,N,No,3747
632,Angeli,O'Hegertie,1998-04-26,10,3,N,No,2676
633,Alair,Hopkins,1986-03-12,4,1,N,Yes,2113
634,Melonie,Zisneros,1978-01-30,3,3,N,No,3613
635,Joelle,Prior,1976-09-25,4,3,N,Yes,2281
636,Alejandrina,Canavan,1971-09-02,4,3,N,No,3503
637,Mercy,Wilsone,1976-09-23,10,1,N,No,2037
638,Joey,Ledram,1967-04-29,3,1,N,No,3245
639,Mayor,Ismay,1974-06-03,3,3,N,No,660
640,Galvin,O'Keenan,1975-07-12,6,1,N,Yes,1942
641,Foster,Haysar,1974-11-21,3,2,N,No,540
642,Les,Mines,1972-12-19,5,3,N,No,1871
643,Carolee,Butters,1982-12-29,6,3,N,Yes,2166
644,Tomlin,Hastwall,1999-12-22,10,2,N,No,1119
645,Randolf,Durant,1971-04-01,4,1,N,No,3312
646,Rowena,Parchment,1973-07-22,3,2,N,No,3951
647,Stanislas,Baildon,1957-01-23,2,3,N,Yes,2237
648,Gardiner,Nutley,1978-06-04,8,3,N,Yes,2582
649,Krissie,Dinan,1974-12-07,8,3,N,Yes,1029
650,Matthew,Petschelt,1977-10-24,10,3,N,No,2574
651,Minni,Deegin,1973-10-24,10,2,N,No,748
652,Edee,Stoker,1996-11-24,8,1,N,Yes,2266
653,Maxy,Hurles,1968-01-28,8,2,N,Yes,2140
1304,Emmy,Lumbly,1977-11-16,4,1,N,No,3832
654,Noelani,Andreuzzi,1993-05-19,3,2,N,No,3174
655,Stuart,Gebhardt,1974-11-25,3,2,N,Yes,2310
656,Marty,Lebreton,1978-11-17,3,1,N,Yes,3406
657,Hoyt,"",1993-02-18,3,2,N,No,2988
658,Donn,Bonnell,1944-01-24,3,2,N,Yes,750
659,Natalee,Stringman,1979-10-09,8,2,N,Yes,1680
660,Stormi,"",1995-07-29,3,1,N,No,2365
661,Cinderella,Haslen,1988-05-07,7,1,N,No,51
662,Bonnibelle,Imos,1967-07-04,3,3,N,Yes,738
663,Massimo,Seymour,1997-07-17,5,2,N,Yes,2743
664,Mathe,Scatcher,1994-10-05,10,1,N,No,1702
665,Chan,Kirckman,1997-04-19,4,3,N,No,366
666,Anselma,Ricardon,1983-11-01,10,1,N,Yes,3873
667,Nicoline,Samwayes,1994-03-19,3,1,N,Yes,2503
668,Ebony,Threadgall,1966-08-26,10,3,N,No,1161
669,Fleur,Whittlesea,1980-11-02,4,3,N,No,789
670,Janifer,Pountain,1992-11-09,2,2,N,No,3342
671,Aristotle,Vanni,1984-07-25,1,3,N,No,2169
672,Kleon,Pallatina,1977-01-12,2,1,N,No,2970
673,Artie,Ommanney,1975-06-27,10,3,N,Yes,1711
674,Dalila,Rosel,1954-08-22,4,3,N,No,2861
675,Sharl,Wiggin,1976-12-19,8,3,N,Yes,897
676,Curtis,"",1968-05-19,4,1,N,Yes,1392
677,El,Toupe,1997-07-28,8,3,N,No,1941
678,Ambur,Symcoxe,1995-08-31,7,1,N,No,3262
679,Yolande,Whild,1974-10-21,10,3,N,No,1840
680,Gay,Pickersgill,,7,1,N,Yes,3766
681,Jobyna,Elgey,1978-09-18,3,3,N,Yes,1677
682,Ole,Euplate,1971-03-16,10,2,N,Yes,2915
683,Brennan,Gagen,1962-05-16,3,3,N,Yes,3477
684,Malvin,"",1987-07-03,8,3,N,No,1889
685,Booth,Birkin,,7,3,N,No,491
686,Hallie,Le feaver,1954-07-17,1,1,N,Yes,1880
687,Welby,Ninnotti,1959-02-10,2,1,N,Yes,1193
688,Baron,Bullus,1969-02-15,10,1,N,No,2865
689,Hamnet,Berford,1966-05-19,6,1,N,Yes,3631
690,Lindsey,"",1987-03-27,4,2,N,Yes,1208
691,Carver,Carwardine,1954-08-25,8,2,N,Yes,3378
692,Goraud,Ayling,1987-12-25,5,3,N,No,539
693,Bambi,Hebblethwaite,1970-10-27,8,2,N,Yes,360
694,Lilith,Lanning,1968-12-28,10,3,N,No,2207
695,Kevan,Kubal,1977-11-30,10,1,N,No,929
696,Arch,Gaitskill,1966-02-06,4,2,N,Yes,3018
697,Weston,Brokenshaw,1986-11-29,6,3,N,No,1878
698,Ellette,Fahy,1996-07-20,3,1,N,Yes,2341
699,Mirabella,Richter,1972-08-04,7,2,N,Yes,168
700,Josias,Mulliner,1990-02-20,8,3,N,No,3519
701,Ransell,Ruler,1956-05-01,10,3,N,Yes,1097
702,Zorina,Bosomworth,1960-02-09,4,3,N,No,53
703,Ethelda,"",1966-10-31,5,3,N,No,1722
704,Lindsay,Acaster,1998-12-08,10,3,N,No,109
705,Eddie,Yekel,1964-01-16,2,1,N,No,2975
706,Kane,Gaffer,1990-01-06,8,1,N,Yes,314
707,Homere,Rounds,1973-07-23,4,3,N,Yes,2284
708,Idalina,Wilcot,1987-02-15,7,3,N,Yes,2884
709,Holly,Cavil,1979-12-11,8,3,N,Yes,601
710,Benton,Oakly,1970-03-01,2,1,N,Yes,279
711,Audrey,Vickerman,1972-03-03,4,2,N,No,903
712,Norine,Antonik,1961-05-20,7,3,N,No,460
713,Adena,Northedge,1994-09-26,4,3,N,Yes,1191
714,Burtie,Scintsbury,1964-07-13,3,1,N,Yes,3506
715,Royal,Shinn,1968-09-07,4,3,N,No,2807
716,Trescha,Preshous,1979-11-09,10,3,N,No,2458
717,Basilius,Spieck,1976-11-20,3,3,N,Yes,3202
718,Cathe,Lorriman,1978-02-18,3,3,N,Yes,1896
719,Pattin,Weathey,1953-12-30,2,3,N,No,2184
720,Darrel,Canet,1931-10-23,2,2,N,No,813
721,Harmonia,Cornock,1993-08-09,4,2,N,Yes,125
722,Stewart,Brosoli,1956-03-17,7,3,N,No,403
723,Madelina,Marte,1963-08-20,10,3,N,Yes,233
724,Heinrik,Norcock,1975-08-05,8,3,N,Yes,2274
725,Gage,Crossan,1965-08-27,10,1,N,Yes,384
726,Norma,Blackbourn,1978-02-10,10,3,N,Yes,2136
727,Lenci,Duerden,1978-10-10,3,3,N,No,3291
728,Winthrop,Corser,1956-10-03,8,3,N,Yes,2529
729,Ammamaria,Standbridge,1973-10-23,10,2,N,No,2955
730,Robb,Poll,1968-07-25,4,3,N,No,2856
731,Lorenza,Cawthorne,1969-12-04,4,3,N,No,2359
732,Bonita,Gethins,1967-01-21,8,3,N,No,2109
733,Ham,Mayoh,1973-11-30,3,3,N,No,1036
734,Leicester,Fynes,1980-07-06,2,2,N,No,1983
735,Khalil,Pennings,1965-04-20,8,3,N,Yes,1382
736,Sansone,Eastcourt,1974-05-24,4,1,N,No,224
737,Sisely,Oppy,1983-07-11,4,3,N,No,48
738,Bunnie,Whines,1984-12-08,1,3,N,Yes,3066
739,Arnie,Zorn,1964-12-13,3,3,N,No,1081
740,Farr,Butterick,1994-08-18,8,2,N,No,192
741,Cristionna,Mapes,1979-02-15,4,3,N,No,282
742,Dexter,Robelin,1966-04-24,3,3,N,No,2400
743,Pattin,Morican,1981-04-06,8,3,N,Yes,731
744,Heinrik,"",1977-08-30,3,2,N,Yes,485
745,Dotty,Maylott,1978-03-22,3,3,N,Yes,1141
746,Aldo,Waistall,1964-07-29,4,2,N,Yes,2806
747,Eula,Bruni,1978-04-24,4,3,N,No,3531
748,Linet,Postill,1981-04-21,8,1,N,No,2728
749,Andreas,Cosin,1972-08-01,1,3,N,No,3010
750,Izaak,Gisborne,1995-04-08,2,2,N,Yes,188
751,Amie,Dufty,2001-10-31,8,2,N,No,3055
752,Kalil,Palombi,1961-06-27,8,1,N,No,3110
753,Josy,St. Quentin,1970-03-07,10,2,Y,Yes,290
754,Patsy,Beefon,1979-07-28,8,3,N,No,3864
755,Baily,Imison,1993-07-13,8,3,N,No,2550
756,Carin,Lauthian,1974-09-25,3,3,N,Yes,2710
757,Kinsley,Klimus,1977-05-13,8,3,N,No,627
758,Teena,Birrel,1967-04-07,3,1,N,Yes,107
759,Mitchel,Schimek,1963-04-18,10,1,N,No,663
760,Shamus,Fyndon,1978-03-02,4,3,N,Yes,1294
761,Vaughan,McCromley,1977-11-27,10,2,N,Yes,1995
762,Kerwin,Jossel,1980-03-06,4,3,N,Yes,978
763,Benita,Cuffley,1987-11-05,3,2,N,No,262
764,Samuel,Stiff,1977-03-16,8,3,N,Yes,2506
765,Valeria,Chazette,1984-08-31,2,2,N,No,688
766,Nonna,Hun,1975-04-22,2,3,N,Yes,2590
767,Gustav,Kos,1955-12-16,3,1,N,No,2000
768,Alexia,Wolford,1974-01-14,1,2,N,Yes,547
769,Cameron,Letherbury,1961-12-28,7,3,N,No,1075
770,Zara,Maccaddie,1984-02-05,7,1,N,Yes,2717
771,Lammond,MacGeffen,1964-03-12,4,2,N,Yes,3217
772,Lorianna,Vidyapin,1998-12-26,6,3,N,No,3124
773,Robbie,Handaside,1985-02-12,8,2,N,Yes,2853
774,Phelia,Perotti,1998-11-27,3,1,N,No,1689
775,Nikita,Kilby,1982-09-21,3,2,N,No,1510
776,Stanley,Seven,1980-09-24,8,1,N,No,835
777,Wolfgang,Tarrier,1993-01-09,8,1,N,No,3934
778,Stacy,Pozzi,1976-11-17,3,1,N,No,1446
779,Maddy,Larrat,1992-02-10,10,1,N,No,1633
780,Kim,"",1973-10-12,8,3,N,No,2878
781,Elvis,O'Leagham,1958-11-15,3,3,N,No,1940
782,Bevvy,Siegertsz,1976-08-29,3,3,N,No,3078
783,Rudd,Strangeways,1985-07-25,2,2,N,No,2573
784,Frederik,Duckett,1977-01-24,7,1,N,Yes,1210
785,Anthea,Guesford,1979-08-26,3,3,N,Yes,2635
786,Francklin,Ubanks,1985-02-14,8,2,N,No,1555
787,Norma,Batrim,1996-12-15,2,2,N,Yes,2982
788,Gregg,Townsend,1964-07-01,10,3,N,No,3407
789,Gabrielle,Giraudot,1978-04-28,3,2,N,Yes,2611
790,Yvonne,"",1968-03-24,4,2,N,No,3167
791,Tootsie,Hurt,1968-09-29,3,3,N,Yes,3805
792,Mitch,Rains,1975-11-19,4,1,N,Yes,675
793,Kissie,Delong,1989-01-30,8,1,N,Yes,3912
794,Scott,Ommundsen,1955-05-12,8,2,N,Yes,2255
795,Cassy,Awdry,1973-08-20,8,1,N,No,911
796,Ira,Lamlin,1997-05-27,8,3,N,No,980
797,Meridel,Rawet,1973-10-20,8,3,N,No,449
798,Dorita,Blackburne,1988-05-20,8,1,N,No,2330
799,Harland,Spilisy,,7,3,N,Yes,2282
800,Quint,Popov,1978-12-31,3,3,N,No,3853
801,Bertram,Linn,1980-10-08,4,2,N,No,2670
802,Ailyn,Carberry,1986-02-20,8,3,N,No,2543
803,Nina,Murcutt,1999-11-11,3,1,N,No,3251
804,Henrietta,Seater,1999-06-17,4,1,N,Yes,1727
805,Jorrie,Hanhardt,1960-04-19,3,3,N,No,1899
806,Carter,Kaesmakers,1992-07-28,2,3,N,Yes,1959
807,Lorne,Quested,1980-11-25,4,2,N,No,2625
808,Nigel,Phippard,1979-11-21,10,1,N,Yes,3384
809,Nevsa,Washtell,1977-10-23,10,3,N,No,1965
810,Fawnia,Bartrum,1998-04-04,10,3,N,Yes,438
811,Ive,Chapelhow,1984-01-13,4,3,N,No,2212
812,Coral,Dunkirk,1989-09-22,8,3,N,No,95
813,Lisette,Nesbit,1962-03-21,10,3,N,No,1654
814,Raffarty,Giacomoni,1959-12-23,3,3,N,No,2837
815,Caryn,Sampey,1974-07-06,3,3,N,Yes,710
816,Donni,Boor,1957-01-10,3,3,N,No,3433
817,Niel,Abilowitz,1992-04-08,8,3,N,Yes,1400
818,Beverie,Bosanko,1973-12-21,3,3,N,No,2832
819,Temp,Thebeau,1975-07-17,3,2,N,Yes,930
820,Cecilia,Chipchase,1977-01-06,8,1,N,No,2201
821,Gregoor,Aronovitz,1981-07-24,8,3,N,Yes,3575
822,Ardis,Tomlett,1974-10-23,10,1,N,No,249
823,Stesha,Morecombe,1990-02-17,3,2,N,No,2466
824,Fleurette,Whardley,1977-02-27,8,2,N,Yes,1763
825,Willis,Whyler,1975-08-15,4,2,N,Yes,3638
826,Marc,Waddilove,1998-12-25,8,3,N,Yes,492
827,Phillis,Rudwell,1996-05-07,10,2,N,No,1025
828,Darda,Kernocke,1957-12-14,10,3,N,Yes,1929
829,Byran,Goodfield,2001-01-22,8,1,N,Yes,310
830,Jayson,Chilcott,1981-05-31,3,2,N,No,3749
831,Teddy,Keijser,1973-04-20,8,2,N,No,3791
832,Shaun,Murphey,1977-11-30,2,3,N,No,3345
833,Wadsworth,Hubane,1995-10-03,4,1,N,Yes,2241
834,Rudolf,Brandes,1973-04-07,8,3,N,No,2706
835,Zachary,Matyukon,1968-04-22,3,3,N,Yes,1923
836,Clemence,Vautre,1990-04-02,8,3,N,Yes,2339
837,Derick,Fasler,1957-01-11,4,3,N,Yes,2581
838,Hayden,Heersema,1971-02-03,8,1,N,No,1069
839,Charis,Greaves,,7,3,N,Yes,3486
840,Chas,Carabet,1964-06-20,8,2,N,Yes,860
841,Hanan,McGreay,1966-09-22,3,2,N,Yes,803
842,Mahmud,Dobbson,1999-08-16,8,1,N,No,1455
843,Salomone,Sleford,1989-09-05,3,2,N,Yes,2644
844,Tome,Tyt,1978-01-13,8,1,N,No,3754
845,Koressa,Maris,1973-12-24,3,3,N,No,2814
846,Alvan,Rebichon,1954-03-25,3,2,N,No,1787
847,Kelci,Morrison,1991-05-26,2,1,N,No,405
848,Lannie,Chat,1979-06-25,3,3,N,No,2172
849,Sylvan,Capper,1969-09-15,6,3,N,No,2376
850,Nevin,Hanfrey,2000-09-24,10,3,N,No,1385
851,Cammi,Tesmond,1987-12-30,4,2,N,Yes,2822
852,Andie,Bonney,2000-11-04,8,2,N,Yes,1247
853,Nolana,Rotter,1981-10-04,2,3,N,Yes,3238
854,Charisse,Thoresby,2000-10-24,4,2,N,No,2429
855,Bennie,Llywarch,1974-10-26,2,1,N,Yes,895
856,Peyton,Monkeman,1988-10-01,8,3,N,Yes,1562
857,Theo,"",1964-08-14,4,1,N,No,3538
858,Barby,Charlwood,1980-06-02,8,1,N,Yes,1559
859,Devinne,Tommeo,1978-08-02,8,2,N,Yes,1328
860,Ida,"",1980-08-12,4,1,N,Yes,2267
861,Rebekah,Dmych,1977-05-24,8,1,N,No,2909
862,Worden,Fossitt,1977-12-27,1,1,N,Yes,1526
863,Kessiah,Logg,1961-09-10,8,2,N,No,1786
864,Regen,Nares,1970-03-06,2,1,N,Yes,752
865,Germain,De la Harpe,1965-04-12,9,3,N,No,3583
866,Stanislaus,Gottelier,1973-01-05,4,2,N,Yes,1438
867,Lura,MacKim,1973-05-10,4,3,N,No,3383
868,Effie,Duddy,1979-07-18,8,3,N,Yes,10
869,Addia,Abels,1984-03-11,8,1,N,Yes,493
870,Hugh,Wilce,1964-01-29,10,3,N,No,3418
871,Janka,Yesinin,1992-01-20,4,3,N,Yes,3522
872,Suki,Ivachyov,1971-04-28,7,3,N,No,1396
873,Worthington,Penwarden,1959-12-23,10,2,N,Yes,1939
874,Howard,Oseland,2001-05-05,10,3,N,Yes,3191
875,Caryl,Linnett,1999-02-23,8,3,N,Yes,2665
876,Neil,Jencey,1968-10-06,7,1,N,No,1664
877,Didi,Milne,1988-05-13,8,3,N,Yes,1341
878,Clarence,Silby,1982-11-01,3,3,N,Yes,3181
879,Hestia,Smetoun,1978-08-02,4,3,N,No,551
880,Neely,Lundon,1963-12-31,4,1,N,Yes,1491
881,Carmella,O' Lone,1980-05-07,4,1,N,No,2757
882,Esmaria,Lythgoe,1965-09-29,5,3,N,Yes,3843
883,Lolita,Bennie,,7,3,N,Yes,18
884,Pepito,Lamming,1978-01-30,5,3,N,No,572
885,Yancey,Wivell,1966-11-11,8,3,N,No,2257
886,Dawna,McCullen,1974-11-15,10,3,N,No,1067
887,Patrizius,Hardinge,1997-11-17,3,1,N,No,261
888,Chickie,Gulleford,1963-11-10,3,3,N,No,2758
889,Ezequiel,Coggeshall,1967-02-19,2,2,N,Yes,3548
890,Tony,Cordsen,1974-02-01,10,3,N,Yes,2099
891,Talbot,Andrioni,1981-08-06,10,1,N,Yes,2764
892,Conroy,Healy,,7,3,N,Yes,338
893,Gibby,Fearnley,1983-09-11,7,3,N,No,3236
894,Catie,Kibbey,1970-12-18,8,1,N,Yes,2423
895,Juli,Curness,1966-09-03,4,3,N,Yes,1012
896,Idell,Belderson,1978-06-10,4,3,N,No,246
897,Pris,Fance,1969-01-11,3,3,N,No,745
898,Reyna,Braizier,1977-08-28,8,2,N,No,1006
899,Teodora,Lawling,1963-08-05,10,2,N,Yes,248
900,Clevey,Ivamy,1990-08-07,3,3,N,Yes,1402
901,Letta,McCarter,1975-04-27,2,3,N,Yes,793
902,Selene,Vasiltsov,1989-07-26,2,3,N,No,370
903,Hewe,Lidgley,1961-07-03,8,3,N,No,1159
904,Kariotta,Ludman,1974-05-06,4,1,N,Yes,2433
